query	grouping_confidence	location_confidence	orientation_confidence
NZ_JMKW01000020.1	1.0	0.11067899425658961	0.9785290870306252
NZ_JMKW01000005.1	1.0	0.06458246678257994	1.0
NZ_JMKW01000051.1	1.0	0.0399383100923327	0.9943380427703717
NZ_JMKW01000049.1	1.0	0.06112343138583528	0.9696649226316375
NZ_JMKW01000021.1	1.0	0.11380970309810672	0.9895886008648598
NZ_JMKW01000006.1	1.0	0.16653555504475165	0.7361338534299227
NZ_JMKW01000036.1	1.0	1.0	1.0
NZ_JMKW01000119.1	1.0	1.0	1.0
NZ_JMKW01000100.1	1.0	1.0	1.0
NZ_JMKW01000035.1	1.0	0.03386622740040155	0.5831978119455943
NZ_JMKW01000059.1	1.0	1.0	1.0
NZ_JMKW01000015.1	1.0	0.025732998679894165	0.43376120125938483
NZ_JMKW01000014.1	1.0	0.1401541265756295	0.5433848316037111
NZ_JMKW01000046.1	1.0	0.023375870025098465	1.0
NZ_JMKW01000052.1	1.0	0.14860680581979818	0.978156941277246
NZ_JMKW01000030.1	1.0	1.0	1.0
NZ_JMKW01000010.1	1.0	0.1388843560089207	0.7183927202426585
NZ_JMKW01000023.1	1.0	0.37317358954830393	0.7838281237734901
NZ_JMKW01000037.1	1.0	1.0	1.0
NZ_JMKW01000032.1	1.0	0.17746330162908988	1.0
NZ_JMKW01000086.1	1.0	1.0	1.0
NZ_JMKW01000034.1	1.0	0.13047830983769784	0.755473082857262
NZ_JMKW01000017.1	1.0	0.2657572040626987	0.9604024476347376
NZ_JMKW01000008.1	1.0	0.06706598957708558	0.9993401911060941
NZ_JMKW01000085.1	1.0	0.0001898049227183173	1.0
NZ_JMKW01000069.1	1.0	0.011133848247910336	0.7040513247000119
NZ_JMKW01000027.1	1.0	0.012718510444158108	0.7266642027021477
NZ_JMKW01000043.1	1.0	0.02361370916226111	0.8978038493237019
NZ_JMKW01000112.1	1.0	1.0	1.0
NZ_JMKW01000065.1	1.0	0.011306967216478647	0.9785336513533133
NZ_JMKW01000062.1	1.0	0.021497023640868158	0.9952609442568568
NZ_JMKW01000060.1	1.0	1.0	1.0
NZ_JMKW01000057.1	1.0	0.05589158423542546	0.6260641781270465
NZ_JMKW01000003.1	1.0	0.10187069236068766	0.5747340179480063
NZ_JMKW01000016.1	1.0	0.06054028986175181	0.8843582728678482
NZ_JMKW01000004.1	1.0	0.10766736042628078	0.9211087285171199
NZ_JMKW01000024.1	1.0	1.0	1.0
NZ_JMKW01000089.1	1.0	1.0	1.0
NZ_JMKW01000120.1	1.0	1.0	1.0
NZ_JMKW01000095.1	1.0	1.0	1.0
NZ_JMKW01000087.1	1.0	1.0	1.0
NZ_JMKW01000061.1	1.0	0.005809957905169551	0.932514762395726
NZ_JMKW01000041.1	1.0	0.0491941889934427	0.9750930993411431
NZ_JMKW01000009.1	1.0	0.09403080571581103	0.8702396066627676
NZ_KK365988.1	1.0	0.05778805582540167	0.9234106468722549
NZ_JMKW01000077.1	1.0	0.0027469747279331986	0.905975073313783
NZ_JMKW01000094.1	1.0	1.0	1.0
NZ_JMKW01000053.1	1.0	1.0	1.0
NZ_JMKW01000007.1	1.0	0.05507642782403886	1.0
